date,lounge_name,total_guests
2022-03-19,EL,1079
2022-03-19,EM,723
2022-03-19,F,2083
2022-03-20,EK,1525
2022-03-20,EL,1103
2022-03-20,EM,1102
2022-03-20,F,2500
2022-03-21,EK,1684
2022-03-21,EL,1039
2022-03-21,EM,754
2022-03-21,F,2860
2022-03-22,EK,1258
2022-03-22,EL,981
2022-03-22,EM,557
2022-03-22,F,2450
2022-03-23,EK,1080
2022-03-23,EL,918
2022-03-23,EM,675
2022-03-23,F,2507
2022-03-24,EK,1386
2022-03-24,EL,771
2022-03-24,EM,545
2022-03-24,F,2671
2022-03-25,EK,1399
2022-03-25,EL,937
2022-03-25,EM,636
2022-03-25,F,3162
2022-03-26,EK,1363
2022-03-26,EL,1112
2022-03-26,EM,669
2022-03-26,F,2064
2022-03-27,EK,1461
2022-03-27,EL,1180
2022-03-27,EM,916
2022-03-27,F,2609
2022-03-28,EK,1505
2022-03-28,EL,1085
2022-03-28,EM,860
2022-03-28,F,3121
2022-03-29,EK,1074
2022-03-29,EL,1153
2022-03-29,EM,511
2022-03-29,F,2733
2022-03-30,EK,1150
2022-03-30,EL,942
2022-03-30,EM,545
2022-03-30,F,2734
2022-03-31,EK,1069
2022-03-31,EL,1046
2022-03-31,EM,777
2022-03-31,F,3072
2022-04-01,EK,1151
2022-04-01,EL,749
2022-04-01,EM,751
2022-04-01,F,3190
2022-04-02,EK,1274
2022-04-02,EL,1015
2022-04-02,EM,858
2022-04-02,F,2332
2022-04-03,EK,1246
2022-04-03,EL,1229
2022-04-03,EM,968
2022-04-03,F,2558
2022-04-04,EK,1262
2022-04-04,EL,1249
2022-04-04,EM,779
2022-04-04,F,3069
2022-04-05,EK,1187
2022-04-05,EL,783
2022-04-05,EM,611
2022-04-05,F,2668
2022-04-06,EK,1094
2022-04-06,EL,918
2022-04-06,EM,706
2022-04-06,F,2739
2022-04-07,EK,1208
2022-04-07,EL,901
2022-04-07,EM,714
2022-04-07,F,3165
2022-04-08,EK,1264
2022-04-08,EL,918
2022-04-08,EM,764
2022-04-08,F,3112
2022-04-09,EK,1356
2022-04-09,EL,1083
2022-04-09,EM,893
2022-04-09,F,2406
2022-04-10,EK,1287
2022-04-10,EL,1092
2022-04-10,EM,978
2022-04-10,F,2396
2022-04-11,EK,1381
2022-04-11,EL,1127
2022-04-11,EM,723
2022-04-11,F,2959
2022-04-12,EK,1120
2022-04-12,EL,851
2022-04-12,EM,698
2022-04-12,F,2572
2022-04-13,EK,1152
2022-04-13,EL,807
2022-04-13,EM,830
2022-04-13,F,2709
2022-04-14,EK,1299
2022-04-14,EL,1178
2022-04-14,EM,830
2022-04-14,F,3126
2022-04-14,G,60
2022-04-15,EK,1323
2022-04-15,EL,1000
2022-04-15,EM,1042
2022-04-15,F,3300
2022-04-15,G,76
2022-04-16,EK,1364
2022-04-16,EL,959
2022-04-16,EM,802
2022-04-16,F,2525
2022-04-16,G,74
2022-04-17,EK,1292
2022-04-17,EL,929
2022-04-17,EM,836
2022-04-17,F,2243
2022-04-17,G,60
2022-04-18,EK,2954
2022-04-18,EL,2254
2022-04-18,EM,1576
2022-04-18,F,5422
2022-04-18,G,98
2022-04-19,EK,1385
2022-04-19,EL,887
2022-04-19,EM,857
2022-04-19,F,2984
2022-04-19,G,204
2022-04-20,EK,1236
2022-04-20,EL,964
2022-04-20,EM,833
2022-04-20,F,2659
2022-04-20,G,186
2022-04-21,EK,1199
2022-04-21,EL,929
2022-04-21,EM,755
2022-04-21,F,2501
2022-04-21,G,398
2022-04-22,EK,1391
2022-04-22,EL,1009
2022-04-22,EM,894
2022-04-22,F,2818
2022-04-22,G,388
2022-04-23,EK,1535
2022-04-23,EL,1100
2022-04-23,EM,1311
2022-04-23,F,2411
2022-04-23,G,383
2022-04-24,EK,1612
2022-04-24,EL,1374
2022-04-24,EM,1191
2022-04-24,F,2655
2022-04-24,G,499
2022-04-25,EK,1791
2022-04-25,EL,1338
2022-04-25,EM,1020
2022-04-25,F,3240
2022-04-25,G,545
2022-04-26,EK,1458
2022-04-26,EL,989
2022-04-26,EM,831
2022-04-26,F,2961
2022-04-26,G,503
2022-04-27,EK,1357
2022-04-27,EL,1071
2022-04-27,EM,799
2022-04-27,F,2773
2022-04-27,G,396
2022-04-28,EK,1217
2022-04-28,EL,1135
2022-04-28,EM,853
2022-04-28,F,3226
2022-04-28,G,487
2022-04-29,EK,1192
2022-04-29,EL,1020
2022-04-29,EM,1019
2022-04-29,F,3216
2022-04-29,G,555
2022-04-30,EK,1611
2022-04-30,EL,1091
2022-04-30,EM,917
2022-04-30,F,2643
2022-04-30,G,408
2022-05-01,EK,1484
2022-05-01,EL,1118
2022-05-01,EM,1160
2022-05-01,F,2307
2022-05-01,G,401
2022-05-02,EK,1402
2022-05-02,EL,1121
2022-05-02,EM,1043
2022-05-02,F,2678
2022-05-02,G,539
2022-05-03,EK,1218
2022-05-03,EL,984
2022-05-03,EM,836
2022-05-03,F,2569
2022-05-03,G,449
2022-05-04,EK,1398
2022-05-04,EL,1027
2022-05-04,EM,734
2022-05-04,F,2599
2022-05-04,G,417
2022-05-05,EK,1319
2022-05-05,EL,891
2022-05-05,EM,846
2022-05-05,F,2782
2022-05-05,G,488
2022-05-06,EK,1253
2022-05-06,EL,1048
2022-05-06,EM,977
2022-05-06,F,2900
2022-05-06,G,482
2022-05-07,EK,1572
2022-05-07,EL,1237
2022-05-07,EM,987
2022-05-07,F,2014
2022-05-07,G,372
2022-05-08,EK,1976
2022-05-08,EL,1492
2022-05-08,EM,1042
2022-05-08,F,2404
2022-05-08,G,449
2022-05-09,EK,1707
2022-05-09,EL,1276
2022-05-09,EM,1068
2022-05-09,F,3292
2022-05-09,G,607
2022-05-10,EK,1405
2022-05-10,EL,1086
2022-05-10,EM,764
2022-05-10,F,3000
2022-05-10,G,462
2022-05-11,EK,1407
2022-05-11,EL,1008
2022-05-11,EM,739
2022-05-11,F,2924
2022-05-11,G,507
2022-05-12,EK,1229
2022-05-12,EL,1071
2022-05-12,EM,754
2022-05-12,F,3226
2022-05-12,G,522
2022-05-13,EK,1292
2022-05-13,EL,1181
2022-05-13,EM,777
2022-05-13,F,3249
2022-05-13,G,647
2022-05-14,EK,1415
2022-05-14,EL,1289
2022-05-14,EM,1034
2022-05-14,F,2376
2022-05-14,G,496
2022-05-15,EK,1397
2022-05-15,EL,1383
2022-05-15,EM,1214
2022-05-15,F,2604
2022-05-15,G,499
2022-05-16,EK,1618
2022-05-16,EL,1474
2022-05-16,EM,971
2022-05-16,F,3409
2022-05-16,G,591
2022-05-17,EK,1304
2022-05-17,EL,1160
2022-05-17,EM,643
2022-05-17,F,3000
2022-05-17,G,466
2022-05-18,EK,1346
2022-05-18,EL,1100
2022-05-18,EM,809
2022-05-18,F,3070
2022-05-18,G,491
2022-05-19,EK,1340
2022-05-19,EL,1203
2022-05-19,EM,648
2022-05-19,F,3350
2022-05-19,G,550
2022-05-20,EK,1205
2022-05-20,EL,1143
2022-05-20,EM,997
2022-05-20,F,3495
2022-05-20,G,609
2022-05-21,EK,1381
2022-05-21,EL,1244
2022-05-21,EM,1045
2022-05-21,F,2762
2022-05-21,G,466
2022-05-22,EK,1538
2022-05-22,EL,1335
2022-05-22,EM,1059
2022-05-22,F,2685
2022-05-22,G,473
2022-05-23,EK,1395
2022-05-23,EL,1144
2022-05-23,EM,984
2022-05-23,F,3330
2022-05-23,G,584
2022-05-24,EK,1239
2022-05-24,EL,1125
2022-05-24,EM,966
2022-05-24,F,2752
2022-05-24,G,395
2022-05-25,EK,1643
2022-05-25,EL,1096
2022-05-25,EM,943
2022-05-25,F,3879
2022-05-25,G,639
2022-05-26,EK,1456
2022-05-26,EL,1417
2022-05-26,EM,696
2022-05-26,F,3432
2022-05-26,G,553
2022-05-27,EK,1180
2022-05-27,EL,1076
2022-05-27,EM,778
2022-05-27,F,2561
2022-05-27,G,301
2022-05-28,EK,1342
2022-05-28,EL,1135
2022-05-28,EM,675
2022-05-28,F,2223
2022-05-28,G,348
2022-05-29,EK,1542
2022-05-29,EL,1172
2022-05-29,EM,1051
2022-05-29,F,2728
2022-05-29,G,592
2022-05-30,EK,1596
2022-05-30,EL,1393
2022-05-30,EM,1101
2022-05-30,F,3508
2022-05-30,G,683
2022-05-31,EK,1369
2022-05-31,EL,1225
2022-05-31,EM,1018
2022-05-31,F,3059
2022-05-31,G,511
2022-06-01,EK,1295
2022-06-01,EL,1096
2022-06-01,EM,869
2022-06-01,F,2963
2022-06-01,G,513
2022-06-02,EK,1301
2022-06-02,EL,1232
2022-06-02,EM,843
2022-06-02,F,3170
2022-06-02,G,470
2022-06-03,EK,1342
2022-06-03,EL,1356
2022-06-03,EM,661
2022-06-03,F,3656
2022-06-03,G,549
2022-06-04,EK,1479
2022-06-04,EL,1303
2022-06-04,EM,888
2022-06-04,F,2914
2022-06-04,G,458
2022-06-05,EK,1487
2022-06-05,EL,1245
2022-06-05,EM,1129
2022-06-05,F,2467
2022-06-05,G,354
2022-06-06,EK,1686
2022-06-06,EL,1369
2022-06-06,EM,1145
2022-06-06,F,3210
2022-06-06,G,571
2022-06-07,EK,1550
2022-06-07,EL,1172
2022-06-07,EM,1032
2022-06-07,F,3581
2022-06-07,G,577
2022-06-08,EK,1369
2022-06-08,EL,1090
2022-06-08,EM,904
2022-06-08,F,3128
2022-06-08,G,498
2022-06-09,EK,1229
2022-06-09,EL,1044
2022-06-09,EM,627
2022-06-09,F,2936
2022-06-09,G,371
2022-06-10,EK,1295
2022-06-10,EL,1262
2022-06-10,EM,815
2022-06-10,F,3447
2022-06-10,G,587
2022-06-11,EK,1493
2022-06-11,EL,1245
2022-06-11,EM,1009
2022-06-11,F,2577
2022-06-11,G,461
2022-06-12,EK,1966
2022-06-12,EL,1391
2022-06-12,EM,1058
2022-06-12,F,2719
2022-06-12,G,453
2022-06-13,EK,1635
2022-06-13,EL,1439
2022-06-13,EM,1195
2022-06-13,F,3527
2022-06-13,G,651
2022-06-14,EK,1446
2022-06-14,EL,1192
2022-06-14,EM,791
2022-06-14,F,3181
2022-06-14,G,492
2022-06-15,EK,1267
2022-06-15,EL,1229
2022-06-15,EM,866
2022-06-15,F,3439
2022-06-15,G,550
2022-06-16,EK,1087
2022-06-16,EL,1276
2022-06-16,EM,800
2022-06-16,F,3331
2022-06-16,G,501
2022-06-17,EK,1373
2022-06-17,EL,1208
2022-06-17,EM,1073
2022-06-17,F,3734
2022-06-17,G,643
2022-06-18,EK,1508
2022-06-18,EL,1226
2022-06-18,EM,884
2022-06-18,F,2640
2022-06-18,G,496
2022-06-19,EK,1921
2022-06-19,EL,1189
2022-06-19,EM,1083
2022-06-19,F,2748
2022-06-19,G,545
2022-06-20,EK,1852
2022-06-20,EL,1585
2022-06-20,EM,991
2022-06-20,F,3665
2022-06-20,G,836
2022-06-21,EK,1236
2022-06-21,EL,1107
2022-06-21,EM,993
2022-06-21,F,2999
2022-06-21,G,573
2022-06-22,EK,1417
2022-06-22,EL,1187
2022-06-22,EM,992
2022-06-22,F,3275
2022-06-22,G,591
2022-06-23,EK,1431
2022-06-23,EL,1176
2022-06-23,EM,943
2022-06-23,F,3569
2022-06-23,G,564
2022-06-24,EK,1448
2022-06-24,EL,1203
2022-06-24,EM,975
2022-06-24,F,3623
2022-06-24,G,620
2022-06-25,EK,1394
2022-06-25,EL,1408
2022-06-25,EM,1011
2022-06-25,F,2701
2022-06-25,G,522
2022-06-26,EK,1674
2022-06-26,EL,1576
2022-06-26,EM,1032
2022-06-26,F,2809
2022-06-26,G,471
2022-06-27,EK,1527
2022-06-27,EL,1749
2022-06-27,EM,1242
2022-06-27,F,3520
2022-06-27,G,699
2022-06-28,EK,1309
2022-06-28,EL,1231
2022-06-28,EM,838
2022-06-28,F,2999
2022-06-28,G,501
2022-06-29,EK,1347
2022-06-29,EL,1385
2022-06-29,EM,1018
2022-06-29,F,3312
2022-06-29,G,607
2022-06-30,EK,1290
2022-06-30,EL,1164
2022-06-30,EM,804
2022-06-30,F,3271
2022-06-30,G,591
2022-07-01,EK,1293
2022-07-01,EL,1076
2022-07-01,EM,824
2022-07-01,F,3351
2022-07-01,G,530
2022-07-02,EK,1359
2022-07-02,EL,1177
2022-07-02,EM,992
2022-07-02,F,2342
2022-07-02,G,344
2022-07-03,EK,1598
2022-07-03,EL,1418
2022-07-03,EM,1190
2022-07-03,F,2605
2022-07-03,G,402
2022-07-04,EK,1834
2022-07-04,EL,1597
2022-07-04,EM,1150
2022-07-04,F,3334
2022-07-04,G,575
2022-07-05,EK,1448
2022-07-05,EL,1159
2022-07-05,EM,1118
2022-07-05,F,2988
2022-07-05,G,470
2022-07-06,EK,1461
2022-07-06,EL,1322
2022-07-06,EM,946
2022-07-06,F,3291
2022-07-06,G,580
2022-07-07,EK,1266
2022-07-07,EL,1241
2022-07-07,EM,1128
2022-07-07,F,3675
2022-07-07,G,610
2022-07-08,EK,1610
2022-07-08,EL,1392
2022-07-08,EM,1084
2022-07-08,F,3530
2022-07-08,G,587
2022-07-09,EK,1371
2022-07-09,EL,1299
2022-07-09,EM,1265
2022-07-09,F,2651
2022-07-09,G,491
2022-07-10,EK,1532
2022-07-10,EL,1478
2022-07-10,EM,1325
2022-07-10,F,2754
2022-07-10,G,478
2022-07-11,EK,1555
2022-07-11,EL,1557
2022-07-11,EM,1160
2022-07-11,F,3135
2022-07-11,G,597
2022-07-12,EK,1342
2022-07-12,EL,1571
2022-07-12,EM,940
2022-07-12,F,2918
2022-07-12,G,530
2022-07-13,EK,1562
2022-07-13,EL,1455
2022-07-13,EM,929
2022-07-13,F,3898
2022-07-13,G,585
2022-07-14,EK,1399
2022-07-14,EL,1493
2022-07-14,EM,1015
2022-07-14,F,3302
2022-07-14,G,505
2022-07-15,EK,1419
2022-07-15,EL,1440
2022-07-15,EM,942
2022-07-15,F,2680
2022-07-15,G,494
2022-07-16,EK,1381
2022-07-16,EL,1446
2022-07-16,EM,1071
2022-07-16,F,2515
2022-07-16,G,417
2022-07-17,EK,1887
2022-07-17,EL,1468
2022-07-17,EM,1135
2022-07-17,F,2602
2022-07-17,G,464
2022-07-18,EK,1967
2022-07-18,EL,1594
2022-07-18,EM,1262
2022-07-18,F,3200
2022-07-18,G,608
2022-07-19,EK,1573
2022-07-19,EL,1600
2022-07-19,EM,991
2022-07-19,F,2984
2022-07-19,G,499
2022-07-20,EK,1555
2022-07-20,EL,1411
2022-07-20,EM,811
2022-07-20,F,2847
2022-07-20,G,532
2022-07-21,EK,1484
2022-07-21,EL,1439
2022-07-21,EM,777
2022-07-21,F,3277
2022-07-21,G,627
2022-07-22,EK,1468
2022-07-22,EL,1570
2022-07-22,EM,978
2022-07-22,F,3370
2022-07-22,G,612
2022-07-23,EK,1534
2022-07-23,EL,1696
2022-07-23,EM,1129
2022-07-23,F,2773
2022-07-23,G,485
2022-07-24,EK,1886
2022-07-24,EL,1531
2022-07-24,EM,1330
2022-07-24,F,2642
2022-07-24,G,424
2022-07-25,EK,1919
2022-07-25,EL,1660
2022-07-25,EM,1036
2022-07-25,F,3028
2022-07-25,G,584
2022-07-26,EK,1635
2022-07-26,EL,1514
2022-07-26,EM,831
2022-07-26,F,2741
2022-07-26,G,423
2022-07-27,EK,1660
2022-07-27,EL,1625
2022-07-27,EM,915
2022-07-27,F,2925
2022-07-27,G,551
2022-07-28,EK,1687
2022-07-28,EL,1542
2022-07-28,EM,1106
2022-07-28,F,3205
2022-07-28,G,525
2022-07-29,EK,1959
2022-07-29,EL,1627
2022-07-29,EM,1004
2022-07-29,F,3506
2022-07-29,G,645
2022-07-30,EK,1965
2022-07-30,EL,1491
2022-07-30,EM,881
2022-07-30,F,3184
2022-07-30,G,586
2022-07-31,EK,1940
2022-07-31,EL,1672
2022-07-31,EM,1169
2022-07-31,F,2997
2022-07-31,G,449
2022-08-01,EK,1951
2022-08-01,EL,1593
2022-08-01,EM,1077
2022-08-01,F,3129
2022-08-01,G,494
2022-08-02,EK,1573
2022-08-02,EL,1527
2022-08-02,EM,1160
2022-08-02,F,2658
2022-08-02,G,364
2022-08-03,EK,1736
2022-08-03,EL,1407
2022-08-03,EM,1146
2022-08-03,F,2615
2022-08-03,G,445
2022-08-04,EK,1663
2022-08-04,EL,1442
2022-08-04,EM,1003
2022-08-04,F,2832
2022-08-04,G,436
2022-08-05,EK,1783
2022-08-05,EL,1398
2022-08-05,EM,966
2022-08-05,F,3059
2022-08-05,G,486
2022-08-06,EK,1776
2022-08-06,EL,1432
2022-08-06,EM,1175
2022-08-06,F,2872
2022-08-06,G,491
2022-08-07,EK,1631
2022-08-07,EL,1534
2022-08-07,EM,1235
2022-08-07,F,2555
2022-08-07,G,459
2022-08-08,EK,1848
2022-08-08,EL,1352
2022-08-08,EM,1137
2022-08-08,F,2665
2022-08-08,G,482
2022-08-09,EK,1551
2022-08-09,EL,1259
2022-08-09,EM,899
2022-08-09,F,2315
2022-08-09,G,357
2022-08-10,EK,1607
2022-08-10,EL,1473
2022-08-10,EM,797
2022-08-10,F,2266
2022-08-10,G,372
2022-08-11,EK,1396
2022-08-11,EL,1381
2022-08-11,EM,917
2022-08-11,F,2651
2022-08-11,G,396
2022-08-12,EK,1617
2022-08-12,EL,1176
2022-08-12,EM,946
2022-08-12,F,2726
2022-08-12,G,432
2022-08-13,EK,1585
2022-08-13,EL,1419
2022-08-13,EM,1117
2022-08-13,F,2726
2022-08-13,G,421
2022-08-14,EK,1737
2022-08-14,EL,1387
2022-08-14,EM,1126
2022-08-14,F,2433
2022-08-14,G,386
2022-08-15,EK,1616
2022-08-15,EL,1254
2022-08-15,EM,1117
2022-08-15,F,2584
2022-08-15,G,378
2022-08-16,EK,1537
2022-08-16,EL,1152
2022-08-16,EM,1074
2022-08-16,F,2440
2022-08-16,G,375
2022-08-17,EK,1462
2022-08-17,EL,1248
2022-08-17,EM,822
2022-08-17,F,2354
2022-08-17,G,366
2022-08-18,EK,1441
2022-08-18,EL,1127
2022-08-18,EM,753
2022-08-18,F,2474
2022-08-18,G,346
2022-08-19,EK,1470
2022-08-19,EL,1115
2022-08-19,EM,941
2022-08-19,F,2645
2022-08-19,G,476
2022-08-20,EK,1624
2022-08-20,EL,1406
2022-08-20,EM,1076
2022-08-20,F,2571
2022-08-20,G,400
2022-08-21,EK,1759
2022-08-21,EL,1364
2022-08-21,EM,1147
2022-08-21,F,2479
2022-08-21,G,386
2022-08-22,EK,1821
2022-08-22,EL,1282
2022-08-22,EM,1055
2022-08-22,F,2548
2022-08-22,G,504
2022-08-23,EK,1562
2022-08-23,EL,1167
2022-08-23,EM,954
2022-08-23,F,2353
2022-08-23,G,383
2022-08-24,EK,1548
2022-08-24,EL,1179
2022-08-24,EM,921
2022-08-24,F,2459
2022-08-24,G,378
2022-08-25,EK,1402
2022-08-25,EL,1243
2022-08-25,EM,863
2022-08-25,F,2725
2022-08-25,G,426
2022-08-26,EK,1339
2022-08-26,EL,1247
2022-08-26,EM,909
2022-08-26,F,2702
2022-08-26,G,488
2022-08-27,EK,1748
2022-08-27,EL,1369
2022-08-27,EM,931
2022-08-27,F,2147
2022-08-27,G,377
2022-08-28,EK,1863
2022-08-28,EL,1365
2022-08-28,EM,926
2022-08-28,F,2262
2022-08-28,G,392
2022-08-29,EK,1959
2022-08-29,EL,1431
2022-08-29,EM,775
2022-08-29,F,2772
2022-08-29,G,583
2022-08-30,EK,1433
2022-08-30,EL,1128
2022-08-30,EM,984
2022-08-30,F,2798
2022-08-30,G,440
2022-08-31,EK,1586
2022-08-31,EL,1094
2022-08-31,EM,875
2022-08-31,F,2937
2022-08-31,G,507
2022-09-01,EK,1415
2022-09-01,EL,999
2022-09-01,EM,785
2022-09-01,F,3028
2022-09-01,G,402
2022-09-02,EK,1333
2022-09-02,EL,1199
2022-09-02,EM,887
2022-09-02,F,3158
2022-09-02,G,543
2022-09-03,EK,1620
2022-09-03,EL,1290
2022-09-03,EM,953
2022-09-03,F,2413
2022-09-03,G,346
2022-09-04,EK,1732
2022-09-04,EL,1500
2022-09-04,EM,1041
2022-09-04,F,2638
2022-09-04,G,368
2022-09-05,EK,2027
2022-09-05,EL,1613
2022-09-05,EM,1087
2022-09-05,F,3240
2022-09-05,G,670
2022-09-06,EK,1451
2022-09-06,EL,1193
2022-09-06,EM,952
2022-09-06,F,2925
2022-09-06,G,537
2022-09-07,EK,1647
2022-09-07,EL,1311
2022-09-07,EM,738
2022-09-07,F,3181
2022-09-07,G,573
2022-09-08,EK,1446
2022-09-08,EL,1057
2022-09-08,EM,838
2022-09-08,F,3290
2022-09-08,G,539
2022-09-09,EK,1450
2022-09-09,EL,1221
2022-09-09,EM,782
2022-09-09,F,3444
2022-09-09,G,632
2022-09-10,EK,1504
2022-09-10,EL,1274
2022-09-10,EM,1181
2022-09-10,F,2601
2022-09-10,G,433
2022-09-11,EK,1992
2022-09-11,EL,1497
2022-09-11,EM,1000
2022-09-11,F,2868
2022-09-11,G,522
2022-09-12,EK,2137
2022-09-12,EL,1563
2022-09-12,EM,892
2022-09-12,F,3572
2022-09-12,G,733
2022-09-13,EK,1728
2022-09-13,EL,1215
2022-09-13,EM,893
2022-09-13,F,3218
2022-09-13,G,601
2022-09-14,EK,1906
2022-09-14,EL,1230
2022-09-14,EM,606
2022-09-14,F,2806
2022-09-14,G,608
2022-09-15,EK,1871
2022-09-15,EL,1216
2022-09-15,EM,845
2022-09-15,F,3713
2022-09-15,G,660
2022-09-16,EK,1269
2022-09-16,EL,886
2022-09-16,EM,847
2022-09-16,F,1571
2022-09-16,G,258
2022-09-17,EK,1832
2022-09-17,EL,1272
2022-09-17,EM,876
2022-09-17,F,2764
2022-09-17,G,459
